site_no,datetime,00065,00060,00010,00095,00300,00400,72255,63160,63680,00301,32316
10260500,2024-05-02 08:15:00+00:00,2.33,80.1,13.8,124.0,,8.2,,3026.86,,,
10260500,2024-05-02 08:30:00+00:00,2.33,80.1,13.7,125.0,,8.2,,3026.86,,,
10260500,2024-05-02 08:45:00+00:00,2.33,80.1,13.6,125.0,,8.2,,3026.86,,,
10260500,2024-05-02 09:00:00+00:00,2.32,78.0,13.6,125.0,,8.2,,3026.85,,,
10260500,2024-05-02 09:15:00+00:00,2.32,78.0,13.5,134.0,,8.2,,3026.85,,,
10260500,2024-05-02 09:30:00+00:00,2.33,80.1,13.4,134.0,,8.2,,3026.86,,,
10260500,2024-05-02 09:45:00+00:00,2.33,80.1,13.3,134.0,,8.2,,3026.86,,,
10260500,2024-05-02 10:00:00+00:00,2.33,80.1,13.2,134.0,,8.2,,3026.86,,,
10260500,2024-05-02 10:15:00+00:00,2.33,80.1,13.2,125.0,,8.2,,3026.86,,,
10260500,2024-05-02 10:30:00+00:00,2.33,80.1,13.1,125.0,,8.2,,3026.86,,,
10260500,2024-05-02 10:45:00+00:00,2.33,80.1,13.0,125.0,,8.2,,3026.86,,,
10260500,2024-05-02 11:00:00+00:00,2.33,80.1,12.9,125.0,,8.2,,3026.86,,,
10260500,2024-05-02 11:15:00+00:00,2.33,80.1,12.8,134.0,,8.2,,3026.86,,,
10260500,2024-05-02 11:30:00+00:00,2.33,80.1,12.7,134.0,,8.2,,3026.86,,,
10260500,2024-05-02 11:45:00+00:00,2.34,82.2,12.6,134.0,,8.2,,3026.87,,,
10260500,2024-05-02 12:00:00+00:00,2.34,82.2,12.5,135.0,,8.2,,3026.87,,,
10260500,2024-05-02 12:15:00+00:00,2.34,82.2,12.4,133.0,,8.2,,3026.87,,,
10260500,2024-05-02 12:30:00+00:00,2.34,82.2,12.4,134.0,,8.2,,3026.87,,,
10260500,2024-05-02 12:45:00+00:00,2.34,82.2,12.3,133.0,,8.2,,3026.87,,,
10260500,2024-05-02 13:00:00+00:00,2.34,82.2,12.2,133.0,,8.2,,3026.87,,,
10260500,2024-05-02 13:15:00+00:00,2.35,84.4,12.1,125.0,,8.2,,3026.88,,,
10260500,2024-05-02 13:30:00+00:00,2.35,84.4,12.0,126.0,,8.2,,3026.88,,,
10260500,2024-05-02 13:45:00+00:00,2.35,84.4,12.0,126.0,,8.2,,3026.88,,,
10260500,2024-05-02 14:00:00+00:00,2.35,84.4,11.9,126.0,,8.2,,3026.88,,,
10260500,2024-05-02 14:15:00+00:00,2.35,84.4,11.8,123.0,,8.2,,3026.88,,,
10260500,2024-05-02 14:30:00+00:00,2.35,84.4,11.8,123.0,,8.2,,3026.88,,,
10260500,2024-05-02 14:45:00+00:00,2.35,84.4,11.8,123.0,,8.2,,3026.88,,,
10260500,2024-05-02 15:00:00+00:00,2.35,84.4,11.7,123.0,,8.2,,3026.88,,,
10260500,2024-05-02 15:15:00+00:00,2.35,84.4,11.8,131.0,,8.2,,3026.88,,,
10260500,2024-05-02 15:30:00+00:00,2.35,84.4,11.8,132.0,,8.2,,3026.88,,,
10260500,2024-05-02 15:45:00+00:00,2.35,84.4,11.8,132.0,,8.2,,3026.88,,,
10260500,2024-05-02 16:00:00+00:00,2.35,84.4,11.9,132.0,,8.2,,3026.88,,,
10260500,2024-05-02 16:15:00+00:00,2.35,84.4,12.0,136.0,,8.2,,3026.88,,,
10260500,2024-05-02 16:30:00+00:00,2.35,84.4,12.1,136.0,,8.2,,3026.88,,,
10260500,2024-05-02 16:45:00+00:00,2.35,84.4,12.2,136.0,,8.2,,3026.88,,,
10260500,2024-05-02 17:00:00+00:00,2.35,84.4,12.3,136.0,,8.2,,3026.88,,,
10260500,2024-05-02 17:15:00+00:00,2.35,84.4,12.5,136.0,,8.2,,3026.88,,,
10260500,2024-05-02 17:30:00+00:00,2.35,84.4,12.6,136.0,,8.2,,3026.88,,,
10260500,2024-05-02 17:45:00+00:00,2.35,84.4,12.8,136.0,,8.2,,3026.88,,,
10260500,2024-05-02 18:00:00+00:00,2.35,84.4,13.0,136.0,,8.2,,3026.88,,,
10260500,2024-05-02 18:15:00+00:00,2.35,84.4,13.1,136.0,,8.2,,3026.88,,,
10260500,2024-05-02 18:30:00+00:00,2.35,84.4,13.3,136.0,,8.2,,3026.88,,,
10260500,2024-05-02 18:45:00+00:00,2.35,84.4,13.4,136.0,,8.2,,3026.88,,,
10260500,2024-05-02 19:00:00+00:00,2.35,84.4,13.6,136.0,,8.2,,3026.88,,,
10260500,2024-05-02 19:15:00+00:00,2.35,84.4,13.8,136.0,,8.2,,3026.88,,,
10260500,2024-05-02 19:30:00+00:00,2.34,82.2,13.9,136.0,,8.2,,3026.87,,,
10260500,2024-05-02 19:45:00+00:00,2.34,82.2,14.1,136.0,,8.2,,3026.87,,,
10260500,2024-05-02 20:00:00+00:00,2.34,82.2,14.3,136.0,,8.2,,3026.87,,,
10260500,2024-05-02 20:15:00+00:00,2.34,82.2,14.4,136.0,,8.2,,3026.87,,,
10260500,2024-05-02 20:30:00+00:00,2.34,82.2,14.6,137.0,,8.2,,3026.87,,,
10260500,2024-05-02 20:45:00+00:00,2.34,82.2,14.7,137.0,,8.2,,3026.87,,,
10260500,2024-05-02 21:00:00+00:00,2.34,82.2,14.8,137.0,,8.2,,3026.87,,,
10260500,2024-05-02 21:15:00+00:00,2.34,82.2,15.0,137.0,,8.3,,3026.87,,,
10260500,2024-05-02 21:30:00+00:00,2.34,82.2,15.1,137.0,,8.3,,3026.87,,,
10260500,2024-05-02 21:45:00+00:00,2.34,82.2,15.2,137.0,,8.3,,3026.87,,,
10260500,2024-05-02 22:00:00+00:00,2.34,82.2,15.3,137.0,,8.3,,3026.87,,,
10260500,2024-05-02 22:15:00+00:00,2.34,82.2,15.4,137.0,,8.2,,3026.87,,,
10260500,2024-05-02 22:30:00+00:00,2.34,82.2,15.5,137.0,,8.3,,3026.87,,,
10260500,2024-05-02 22:45:00+00:00,2.34,82.2,15.6,137.0,,8.3,,3026.87,,,
10260500,2024-05-02 23:00:00+00:00,2.34,82.2,15.6,137.0,,8.3,,3026.87,,,
10260500,2024-05-02 23:15:00+00:00,2.34,82.2,15.6,137.0,,8.3,,3026.87,,,
10260500,2024-05-02 23:30:00+00:00,2.34,82.2,15.6,137.0,,8.2,,3026.87,,,
10260500,2024-05-02 23:45:00+00:00,2.33,80.1,15.6,137.0,,8.2,,3026.86,,,
10260500,2024-05-03 00:00:00+00:00,2.33,80.1,15.6,138.0,,8.2,,3026.86,,,
10260500,2024-05-03 00:15:00+00:00,2.33,80.1,15.6,137.0,,8.2,,3026.86,,,
10260500,2024-05-03 00:30:00+00:00,2.33,80.1,15.5,137.0,,8.2,,3026.86,,,
10260500,2024-05-03 00:45:00+00:00,2.33,80.1,15.4,137.0,,8.2,,3026.86,,,
10260500,2024-05-03 01:00:00+00:00,2.33,80.1,15.4,137.0,,8.2,,3026.86,,,
10260500,2024-05-03 01:15:00+00:00,2.33,80.1,15.3,138.0,,8.2,,3026.86,,,
10260500,2024-05-03 01:30:00+00:00,2.33,80.1,15.2,138.0,,8.2,,3026.86,,,
10260500,2024-05-03 01:45:00+00:00,2.33,80.1,15.2,138.0,,8.2,,3026.86,,,
10260500,2024-05-03 02:00:00+00:00,2.33,80.1,15.1,138.0,,8.2,,3026.86,,,
10260500,2024-05-03 02:15:00+00:00,2.32,78.0,15.0,137.0,,8.2,,3026.85,,,
10260500,2024-05-03 02:30:00+00:00,2.32,78.0,15.0,137.0,,8.2,,3026.85,,,
10260500,2024-05-03 02:45:00+00:00,2.32,78.0,14.9,137.0,,8.1,,3026.85,,,
10260500,2024-05-03 03:00:00+00:00,2.32,78.0,14.9,137.0,,8.2,,3026.85,,,
10260500,2024-05-03 03:15:00+00:00,2.32,78.0,14.8,137.0,,8.2,,3026.85,,,
10260500,2024-05-03 03:30:00+00:00,2.32,78.0,14.8,137.0,,8.2,,3026.85,,,
10260500,2024-05-03 03:45:00+00:00,2.32,78.0,14.8,137.0,,8.2,,3026.85,,,
10260500,2024-05-03 04:00:00+00:00,2.32,78.0,14.7,137.0,,8.2,,3026.85,,,
10260500,2024-05-03 04:15:00+00:00,2.32,78.0,14.7,142.0,,8.2,,3026.85,,,
10260500,2024-05-03 04:30:00+00:00,2.32,78.0,14.6,136.0,,8.2,,3026.85,,,
10260500,2024-05-03 04:45:00+00:00,2.32,78.0,14.5,136.0,,8.2,,3026.85,,,
10260500,2024-05-03 05:00:00+00:00,2.32,78.0,14.4,136.0,,8.2,,3026.85,,,
10260500,2024-05-03 05:15:00+00:00,2.31,76.2,14.4,136.0,,8.2,,3026.84,,,
10260500,2024-05-03 05:30:00+00:00,2.31,76.2,14.3,136.0,,8.2,,3026.84,,,
10260500,2024-05-03 05:45:00+00:00,2.31,76.2,14.2,136.0,,8.2,,3026.84,,,
10260500,2024-05-03 06:00:00+00:00,2.31,76.2,14.1,136.0,,8.2,,3026.84,,,
10260500,2024-05-03 06:15:00+00:00,2.31,76.2,14.1,136.0,,8.2,,3026.84,,,
10260500,2024-05-03 06:30:00+00:00,2.31,76.2,14.0,136.0,,8.2,,3026.84,,,
10260500,2024-05-03 06:45:00+00:00,2.31,76.2,13.9,136.0,,8.2,,3026.84,,,
10261500,2024-05-01 07:00:00+00:00,5.92,12.7,14.9,465.0,,7.9,,2641.84,,,
10261500,2024-05-01 07:15:00+00:00,5.91,12.5,14.9,465.0,,7.9,,2641.83,,,
10261500,2024-05-01 07:30:00+00:00,5.91,12.5,14.9,465.0,,7.9,,2641.83,,,
10261500,2024-05-01 07:45:00+00:00,5.91,12.5,14.8,465.0,,7.9,,2641.83,,,
10261500,2024-05-01 08:00:00+00:00,5.91,12.5,14.8,465.0,,7.9,,2641.83,,,
10261500,2024-05-01 08:15:00+00:00,5.91,12.5,14.8,465.0,,7.9,,2641.83,,,
10261500,2024-05-01 08:30:00+00:00,5.91,12.5,14.7,465.0,,7.9,,2641.83,,,
10261500,2024-05-01 08:45:00+00:00,5.92,12.7,14.7,465.0,,7.9,,2641.84,,,
10261500,2024-05-01 09:00:00+00:00,5.92,12.7,14.7,465.0,,7.9,,2641.84,,,
10261500,2024-05-01 09:15:00+00:00,5.92,12.7,14.7,465.0,,7.9,,2641.84,,,
10261500,2024-05-01 09:30:00+00:00,5.91,12.5,14.6,465.0,,7.9,,2641.83,,,
10261500,2024-05-01 09:45:00+00:00,5.92,12.7,14.6,465.0,,7.9,,2641.84,,,
10261500,2024-05-01 10:00:00+00:00,5.92,12.7,14.5,465.0,,7.9,,2641.84,,,
10261500,2024-05-01 10:15:00+00:00,5.93,12.9,14.5,465.0,,7.9,,2641.85,,,
10261500,2024-05-01 10:30:00+00:00,5.92,12.7,14.4,465.0,,7.9,,2641.84,,,
10261500,2024-05-01 10:45:00+00:00,5.92,12.7,14.4,465.0,,7.9,,2641.84,,,
10261500,2024-05-01 11:00:00+00:00,5.93,12.9,14.4,465.0,,7.9,,2641.85,,,
10261500,2024-05-01 11:15:00+00:00,5.93,12.9,14.3,465.0,,7.9,,2641.85,,,
10261500,2024-05-01 11:30:00+00:00,5.93,12.9,14.3,464.0,,7.9,,2641.85,,,
10261500,2024-05-01 11:45:00+00:00,5.93,12.9,14.3,464.0,,7.9,,2641.85,,,
10261500,2024-05-01 12:00:00+00:00,5.93,12.9,14.2,464.0,,7.9,,2641.85,,,
10261500,2024-05-01 12:15:00+00:00,5.94,13.2,14.2,465.0,,7.9,,2641.86,,,
10261500,2024-05-01 12:30:00+00:00,5.94,13.2,14.2,465.0,,7.9,,2641.86,,,
10261500,2024-05-01 12:45:00+00:00,5.94,13.2,14.2,465.0,,7.9,,2641.86,,,
10261500,2024-05-01 13:00:00+00:00,5.94,13.2,14.2,465.0,,8.0,,2641.86,,,
10261500,2024-05-01 13:15:00+00:00,5.94,13.2,14.1,465.0,,7.9,,2641.86,,,
10261500,2024-05-01 13:30:00+00:00,5.95,13.4,14.1,465.0,,7.9,,2641.87,,,
10261500,2024-05-01 13:45:00+00:00,5.95,13.4,14.1,465.0,,7.9,,2641.87,,,
10261500,2024-05-01 14:00:00+00:00,5.94,13.2,14.1,464.0,,7.9,,2641.86,,,
10261500,2024-05-01 14:15:00+00:00,5.95,13.4,14.2,464.0,,7.9,,2641.87,,,
10261500,2024-05-01 14:30:00+00:00,5.96,13.6,14.2,464.0,,7.9,,2641.88,,,
10261500,2024-05-01 14:45:00+00:00,5.96,13.6,14.3,464.0,,8.0,,2641.88,,,
10261500,2024-05-01 15:00:00+00:00,5.95,13.4,14.5,464.0,,8.0,,2641.87,,,
10261500,2024-05-01 15:15:00+00:00,5.96,13.6,14.7,465.0,,8.0,,2641.88,,,
10261500,2024-05-01 15:30:00+00:00,5.96,13.6,15.0,465.0,,8.0,,2641.88,,,
10261500,2024-05-01 15:45:00+00:00,5.96,13.6,15.2,465.0,,8.0,,2641.88,,,
10261500,2024-05-01 16:00:00+00:00,5.96,13.6,15.4,465.0,,8.0,,2641.88,,,
10261500,2024-05-01 16:15:00+00:00,5.97,13.8,15.7,465.0,,8.0,,2641.89,,,
10261500,2024-05-01 16:30:00+00:00,5.97,13.8,16.0,466.0,,8.0,,2641.89,,,
10261500,2024-05-01 16:45:00+00:00,5.96,13.6,16.3,466.0,,8.0,,2641.88,,,
10261500,2024-05-01 17:00:00+00:00,5.97,13.8,16.6,466.0,,8.0,,2641.89,,,
10261500,2024-05-01 17:15:00+00:00,5.97,13.8,17.0,466.0,,8.0,,2641.89,,,
10261500,2024-05-01 17:30:00+00:00,5.97,13.8,17.3,466.0,,8.0,,2641.89,,,
10261500,2024-05-01 17:45:00+00:00,5.97,13.8,17.7,466.0,,8.0,,2641.89,,,
10261500,2024-05-01 18:00:00+00:00,5.96,13.6,18.0,467.0,,8.0,,2641.88,,,
10261500,2024-05-01 18:15:00+00:00,5.97,13.8,18.3,467.0,,8.0,,2641.89,,,
10261500,2024-05-01 18:30:00+00:00,5.95,13.4,18.5,467.0,,8.0,,2641.87,,,
10261500,2024-05-01 18:45:00+00:00,5.97,13.8,18.8,467.0,,8.0,,2641.89,,,
10261500,2024-05-01 19:00:00+00:00,5.96,13.6,19.0,468.0,,8.0,,2641.88,,,
10261500,2024-05-01 19:15:00+00:00,5.97,13.8,19.3,468.0,,8.0,,2641.89,,,
10261500,2024-05-01 19:30:00+00:00,5.96,13.6,19.5,468.0,,8.0,,2641.88,,,
10261500,2024-05-01 19:45:00+00:00,5.97,13.8,19.7,468.0,,8.1,,2641.89,,,
10261500,2024-05-01 20:00:00+00:00,5.96,13.6,19.8,452.0,,8.1,,2641.88,,,
10261500,2024-05-01 20:15:00+00:00,5.97,13.8,20.0,452.0,,8.1,,2641.89,,,
10261500,2024-05-01 20:30:00+00:00,5.96,13.6,20.1,452.0,,8.1,,2641.88,,,
10261500,2024-05-01 20:45:00+00:00,5.96,13.6,20.2,452.0,,8.1,,2641.88,,,
10261500,2024-05-01 21:00:00+00:00,5.95,13.4,20.3,470.0,,8.1,,2641.87,,,
10261500,2024-05-01 21:15:00+00:00,5.95,13.4,20.3,470.0,,8.1,,2641.87,,,
10261500,2024-05-01 21:30:00+00:00,5.95,13.4,20.3,470.0,,8.1,,2641.87,,,
10261500,2024-05-01 21:45:00+00:00,5.94,13.2,20.3,470.0,,8.1,,2641.86,,,
10261500,2024-05-01 22:00:00+00:00,5.94,13.2,20.3,470.0,,8.1,,2641.86,,,
10261500,2024-05-01 22:15:00+00:00,5.94,13.2,20.3,470.0,,8.1,,2641.86,,,
10261500,2024-05-01 22:30:00+00:00,5.95,13.4,20.2,470.0,,8.1,,2641.87,,,
10261500,2024-05-01 22:45:00+00:00,5.94,13.2,20.1,470.0,,8.0,,2641.86,,,
10261500,2024-05-01 23:00:00+00:00,5.94,13.2,20.0,470.0,,8.0,,2641.86,,,
10261500,2024-05-01 23:15:00+00:00,5.94,13.2,19.9,470.0,,8.0,,2641.86,,,
10261500,2024-05-01 23:30:00+00:00,5.93,12.9,19.7,470.0,,8.0,,2641.85,,,
10261500,2024-05-01 23:45:00+00:00,5.94,13.2,19.5,470.0,,8.0,,2641.86,,,
10261500,2024-05-02 00:00:00+00:00,5.94,13.2,19.3,454.0,,8.0,,2641.86,,,
10261500,2024-05-02 00:15:00+00:00,5.93,12.9,19.0,454.0,,8.0,,2641.85,,,
10261500,2024-05-02 00:30:00+00:00,5.92,12.7,18.8,455.0,,8.0,,2641.84,,,
10261500,2024-05-02 00:45:00+00:00,5.93,12.9,18.4,453.0,,8.0,,2641.85,,,
10261500,2024-05-02 01:00:00+00:00,5.93,12.9,18.1,470.0,,8.0,,2641.85,,,
10261500,2024-05-02 01:15:00+00:00,5.92,12.7,17.8,470.0,,8.0,,2641.84,,,
10261500,2024-05-02 01:30:00+00:00,5.92,12.7,17.4,470.0,,8.0,,2641.84,,,
10261500,2024-05-02 01:45:00+00:00,5.93,12.9,17.2,470.0,,8.0,,2641.85,,,
10261500,2024-05-02 02:00:00+00:00,5.92,12.7,16.8,470.0,,8.0,,2641.84,,,
10261500,2024-05-02 02:15:00+00:00,5.93,12.9,16.6,470.0,,8.0,,2641.85,,,
10261500,2024-05-02 02:30:00+00:00,5.92,12.7,16.3,470.0,,8.0,,2641.84,,,
10261500,2024-05-02 02:45:00+00:00,5.91,12.5,16.1,470.0,,8.0,,2641.83,,,
10261500,2024-05-02 03:00:00+00:00,5.92,12.7,15.8,470.0,,8.0,,2641.84,,,
10261500,2024-05-02 03:15:00+00:00,5.92,12.7,15.7,470.0,,8.0,,2641.84,,,
10261500,2024-05-02 03:30:00+00:00,5.91,12.5,15.5,470.0,,8.0,,2641.83,,,
10261500,2024-05-02 03:45:00+00:00,5.92,12.7,15.4,470.0,,8.0,,2641.84,,,
10261500,2024-05-02 04:00:00+00:00,5.91,12.5,15.3,470.0,,8.0,,2641.83,,,
10261500,2024-05-02 04:15:00+00:00,5.92,12.7,15.2,470.0,,7.9,,2641.84,,,
10261500,2024-05-02 04:30:00+00:00,5.92,12.7,15.1,470.0,,7.9,,2641.84,,,
10261500,2024-05-02 04:45:00+00:00,5.92,12.7,15.1,471.0,,7.9,,2641.84,,,
10261500,2024-05-02 05:00:00+00:00,5.91,12.5,15.0,470.0,,7.9,,2641.83,,,
10261500,2024-05-02 05:15:00+00:00,5.92,12.7,15.0,471.0,,7.9,,2641.84,,,
10261500,2024-05-02 05:30:00+00:00,5.91,12.5,15.0,471.0,,7.9,,2641.83,,,
10261500,2024-05-02 05:45:00+00:00,5.92,12.7,14.9,471.0,,7.9,,2641.84,,,
10261500,2024-05-02 06:00:00+00:00,5.92,12.7,14.9,471.0,,7.9,,2641.84,,,
10261500,2024-05-02 06:15:00+00:00,5.92,12.7,14.9,471.0,,7.9,,2641.84,,,
10261500,2024-05-02 06:30:00+00:00,5.91,12.5,14.8,471.0,,7.9,,2641.83,,,
10261500,2024-05-02 06:45:00+00:00,5.92,12.7,14.8,471.0,,7.9,,2641.84,,,
10261500,2024-05-02 07:00:00+00:00,5.91,12.5,14.7,471.0,,7.9,,2641.83,,,
10261500,2024-05-02 07:15:00+00:00,5.92,12.7,14.7,471.0,,7.9,,2641.84,,,
10261500,2024-05-02 07:30:00+00:00,5.91,12.5,14.6,471.0,,7.9,,2641.83,,,
10261500,2024-05-02 07:45:00+00:00,5.91,12.5,14.6,471.0,,7.9,,2641.83,,,
10261500,2024-05-02 08:00:00+00:00,5.91,12.5,14.6,471.0,,7.9,,2641.83,,,
10261500,2024-05-02 08:15:00+00:00,5.92,12.7,14.5,471.0,,7.9,,2641.84,,,
10261500,2024-05-02 08:30:00+00:00,5.91,12.5,14.5,471.0,,7.9,,2641.83,,,
10261500,2024-05-02 08:45:00+00:00,5.91,12.5,14.4,471.0,,7.9,,2641.83,,,
10261500,2024-05-02 09:00:00+00:00,5.91,12.5,14.4,471.0,,7.9,,2641.83,,,
10261500,2024-05-02 09:15:00+00:00,5.92,12.7,14.3,471.0,,7.9,,2641.84,,,
10261500,2024-05-02 09:30:00+00:00,5.92,12.7,14.3,471.0,,7.9,,2641.84,,,
10261500,2024-05-02 09:45:00+00:00,5.91,12.5,14.2,470.0,,7.9,,2641.83,,,
10261500,2024-05-02 10:00:00+00:00,5.91,12.5,14.2,471.0,,7.9,,2641.83,,,
10261500,2024-05-02 10:15:00+00:00,5.91,12.5,14.2,471.0,,7.9,,2641.83,,,
10261500,2024-05-02 10:30:00+00:00,5.91,12.5,14.1,471.0,,7.9,,2641.83,,,
10261500,2024-05-02 10:45:00+00:00,5.91,12.5,14.1,471.0,,7.9,,2641.83,,,
10261500,2024-05-02 11:00:00+00:00,5.92,12.7,14.0,471.0,,7.9,,2641.84,,,
10261500,2024-05-02 11:15:00+00:00,5.92,12.7,14.0,471.0,,7.9,,2641.84,,,
10261500,2024-05-02 11:30:00+00:00,5.91,12.5,14.0,471.0,,7.9,,2641.83,,,
10261500,2024-05-02 11:45:00+00:00,5.91,12.5,13.9,471.0,,7.9,,2641.83,,,
10261500,2024-05-02 12:00:00+00:00,5.92,12.7,13.9,472.0,,7.9,,2641.84,,,
10261500,2024-05-02 12:15:00+00:00,5.92,12.7,13.9,471.0,,7.9,,2641.84,,,
10261500,2024-05-02 12:30:00+00:00,5.91,12.5,13.8,471.0,,7.9,,2641.83,,,
10261500,2024-05-02 12:45:00+00:00,5.91,12.5,13.8,471.0,,7.9,,2641.83,,,
10261500,2024-05-02 13:00:00+00:00,5.91,12.5,13.8,471.0,,8.0,,2641.83,,,
10261500,2024-05-02 13:15:00+00:00,5.91,12.5,13.7,471.0,,8.0,,2641.83,,,
10261500,2024-05-02 13:30:00+00:00,5.92,12.7,13.7,471.0,,8.0,,2641.84,,,
10261500,2024-05-02 13:45:00+00:00,5.92,12.7,13.7,471.0,,8.0,,2641.84,,,
10261500,2024-05-02 14:00:00+00:00,5.93,12.9,13.7,471.0,,8.0,,2641.85,,,
10261500,2024-05-02 14:15:00+00:00,5.93,12.9,13.8,470.0,,8.0,,2641.85,,,
10261500,2024-05-02 14:30:00+00:00,5.94,13.2,13.8,470.0,,8.0,,2641.86,,,
10261500,2024-05-02 14:45:00+00:00,5.94,13.2,13.9,470.0,,8.0,,2641.86,,,
10261500,2024-05-02 15:00:00+00:00,5.94,13.2,14.2,470.0,,8.0,,2641.86,,,
10261500,2024-05-02 15:15:00+00:00,5.94,13.2,14.4,470.0,,8.0,,2641.86,,,
10261500,2024-05-02 15:30:00+00:00,5.95,13.4,14.7,470.0,,8.0,,2641.87,,,
10261500,2024-05-02 15:45:00+00:00,5.95,13.4,15.0,471.0,,8.0,,2641.87,,,
10261500,2024-05-02 16:00:00+00:00,5.94,13.2,15.4,471.0,,8.0,,2641.86,,,
10261500,2024-05-02 16:15:00+00:00,5.95,13.4,15.7,471.0,,8.0,,2641.87,,,
10261500,2024-05-02 16:30:00+00:00,5.95,13.4,16.0,471.0,,8.0,,2641.87,,,
10261500,2024-05-02 16:45:00+00:00,5.95,13.4,16.4,472.0,,8.0,,2641.87,,,
10261500,2024-05-02 17:00:00+00:00,5.96,13.6,16.8,472.0,,8.0,,2641.88,,,
10261500,2024-05-02 17:15:00+00:00,5.95,13.4,17.1,472.0,,8.0,,2641.87,,,
10261500,2024-05-02 17:30:00+00:00,5.95,13.4,17.5,472.0,,8.0,,2641.87,,,
10261500,2024-05-02 17:45:00+00:00,5.96,13.6,17.9,473.0,,8.0,,2641.88,,,
10261500,2024-05-02 18:00:00+00:00,5.95,13.4,18.2,473.0,,8.0,,2641.87,,,
10261500,2024-05-02 18:15:00+00:00,5.94,13.2,18.5,473.0,,8.0,,2641.86,,,
10261500,2024-05-02 18:30:00+00:00,5.95,13.4,18.8,473.0,,8.0,,2641.87,,,
10261500,2024-05-02 18:45:00+00:00,5.95,13.4,19.1,474.0,,8.0,,2641.87,,,
10261500,2024-05-02 19:00:00+00:00,5.95,13.4,19.4,474.0,,8.0,,2641.87,,,
10261500,2024-05-02 19:15:00+00:00,5.96,13.6,19.6,474.0,,8.0,,2641.88,,,
10261500,2024-05-02 19:30:00+00:00,5.95,13.4,19.8,475.0,,8.1,,2641.87,,,
10261500,2024-05-02 19:45:00+00:00,5.94,13.2,20.0,475.0,,8.1,,2641.86,,,
10261500,2024-05-02 20:00:00+00:00,5.95,13.4,20.2,475.0,,8.1,,2641.87,,,
10261500,2024-05-02 20:15:00+00:00,5.95,13.4,20.3,475.0,,8.1,,2641.87,,,
10261500,2024-05-02 20:30:00+00:00,5.94,13.2,20.5,476.0,,8.1,,2641.86,,,
10261500,2024-05-02 20:45:00+00:00,5.95,13.4,20.6,476.0,,8.1,,2641.87,,,
10261500,2024-05-02 21:00:00+00:00,5.94,13.2,20.6,454.0,,8.1,,2641.86,,,
10261500,2024-05-02 21:15:00+00:00,5.94,13.2,20.7,454.0,,8.1,,2641.86,,,
10261500,2024-05-02 21:30:00+00:00,5.94,13.2,20.7,454.0,,8.1,,2641.86,,,
10261500,2024-05-02 21:45:00+00:00,5.94,13.2,20.7,455.0,,8.1,,2641.86,,,
10261500,2024-05-02 22:00:00+00:00,5.94,13.2,20.7,476.0,,8.1,,2641.86,,,
10261500,2024-05-02 22:15:00+00:00,5.94,13.2,20.6,476.0,,8.1,,2641.86,,,
10261500,2024-05-02 22:30:00+00:00,5.94,13.2,20.6,476.0,,8.1,,2641.86,,,
10261500,2024-05-02 22:45:00+00:00,5.93,12.9,20.4,476.0,,8.1,,2641.85,,,
10261500,2024-05-02 23:00:00+00:00,5.94,13.2,20.3,476.0,,8.1,,2641.86,,,
10261500,2024-05-02 23:15:00+00:00,5.93,12.9,20.2,476.0,,8.1,,2641.85,,,
10261500,2024-05-02 23:30:00+00:00,5.93,12.9,20.0,475.0,,8.1,,2641.85,,,
10261500,2024-05-02 23:45:00+00:00,5.93,12.9,19.7,476.0,,8.1,,2641.85,,,
10261500,2024-05-03 00:00:00+00:00,5.92,12.7,19.5,460.0,,8.1,,2641.84,,,
10261500,2024-05-03 00:15:00+00:00,5.92,12.7,19.3,459.0,,8.0,,2641.84,,,
10261500,2024-05-03 00:30:00+00:00,5.92,12.7,19.0,459.0,,8.0,,2641.84,,,
10261500,2024-05-03 00:45:00+00:00,5.93,12.9,18.7,460.0,,8.0,,2641.85,,,
10261500,2024-05-03 01:00:00+00:00,5.93,12.9,18.4,476.0,,8.0,,2641.85,,,
10261500,2024-05-03 01:15:00+00:00,5.92,12.7,18.0,476.0,,8.0,,2641.84,,,
10261500,2024-05-03 01:30:00+00:00,5.92,12.7,17.7,476.0,,8.0,,2641.84,,,
10261500,2024-05-03 01:45:00+00:00,5.93,12.9,17.4,476.0,,8.0,,2641.85,,,
10261500,2024-05-03 02:00:00+00:00,5.92,12.7,17.1,476.0,,8.0,,2641.84,,,
10261500,2024-05-03 02:15:00+00:00,5.92,12.7,16.8,476.0,,8.0,,2641.84,,,
10261500,2024-05-03 02:30:00+00:00,5.91,12.5,16.6,476.0,,8.0,,2641.83,,,
10261500,2024-05-03 02:45:00+00:00,5.92,12.7,16.3,476.0,,8.0,,2641.84,,,
10261500,2024-05-03 03:00:00+00:00,5.91,12.5,16.0,476.0,,8.0,,2641.83,,,
10261500,2024-05-03 03:15:00+00:00,5.92,12.7,15.8,476.0,,8.0,,2641.84,,,
10261500,2024-05-03 03:30:00+00:00,5.91,12.5,15.7,476.0,,8.0,,2641.83,,,
10261500,2024-05-03 03:45:00+00:00,5.91,12.5,15.5,476.0,,8.0,,2641.83,,,
10261500,2024-05-03 04:00:00+00:00,5.91,12.5,15.4,476.0,,8.0,,2641.83,,,
10261500,2024-05-03 04:15:00+00:00,5.91,12.5,15.3,477.0,,8.0,,2641.83,,,
