site_no,datetime,00065,00060,00010,00095,00300,00400,72255,63160,63680,00301,32316
11203580,2024-05-02 10:15:00+00:00,3.31,60.9,7.8,53.0,,7.4,,,,,
11203580,2024-05-02 10:30:00+00:00,3.29,59.4,7.7,53.0,,7.3,,,,,
11203580,2024-05-02 10:45:00+00:00,3.3,60.1,7.6,53.0,,7.4,,,,,
11203580,2024-05-02 11:00:00+00:00,3.31,60.9,7.6,53.0,,7.4,,,,,
11203580,2024-05-02 11:15:00+00:00,3.3,60.1,7.5,53.0,,7.3,,,,,
11203580,2024-05-02 11:30:00+00:00,3.3,60.1,7.4,53.0,,7.4,,,,,
11203580,2024-05-02 11:45:00+00:00,3.3,60.1,7.4,53.0,,7.4,,,,,
11203580,2024-05-02 12:00:00+00:00,3.3,60.1,7.3,53.0,,7.4,,,,,
11203580,2024-05-02 12:15:00+00:00,3.3,60.1,7.3,53.0,,7.4,,,,,
11203580,2024-05-02 12:30:00+00:00,3.29,59.4,7.2,53.0,,7.4,,,,,
11203580,2024-05-02 12:45:00+00:00,3.29,59.4,7.2,53.0,,7.3,,,,,
11203580,2024-05-02 13:00:00+00:00,3.3,60.1,7.1,52.0,,7.3,,,,,
11203580,2024-05-02 13:15:00+00:00,3.3,60.1,7.1,51.0,,7.3,,,,,
11203580,2024-05-02 13:30:00+00:00,3.29,59.4,7.0,52.0,,7.3,,,,,
11203580,2024-05-02 13:45:00+00:00,3.29,59.4,7.0,52.0,,7.3,,,,,
11203580,2024-05-02 14:00:00+00:00,3.29,59.4,6.9,53.0,,7.4,,,,,
11203580,2024-05-02 14:15:00+00:00,3.29,59.4,6.9,53.0,,7.4,,,,,
11203580,2024-05-02 14:30:00+00:00,3.29,59.4,6.8,52.0,,7.4,,,,,
11203580,2024-05-02 14:45:00+00:00,3.29,59.4,6.8,52.0,,7.4,,,,,
11203580,2024-05-02 15:00:00+00:00,3.29,59.4,6.8,53.0,,7.4,,,,,
11203580,2024-05-02 15:15:00+00:00,3.29,59.4,6.7,52.0,,7.4,,,,,
11203580,2024-05-02 15:30:00+00:00,3.29,59.4,6.8,53.0,,7.4,,,,,
11203580,2024-05-02 15:45:00+00:00,3.28,58.6,6.8,53.0,,7.4,,,,,
11203580,2024-05-02 16:00:00+00:00,3.29,59.4,6.8,53.0,,7.4,,,,,
11203580,2024-05-02 16:15:00+00:00,3.29,59.4,6.9,52.0,,7.4,,,,,
11203580,2024-05-02 16:30:00+00:00,3.28,58.6,7.0,52.0,,7.4,,,,,
11203580,2024-05-02 16:45:00+00:00,3.3,60.1,7.2,51.0,,7.4,,,,,
11203580,2024-05-02 17:00:00+00:00,3.29,59.4,7.3,52.0,,7.4,,,,,
11203580,2024-05-02 17:15:00+00:00,3.28,58.6,7.5,52.0,,7.4,,,,,
11203580,2024-05-02 17:30:00+00:00,3.29,59.4,7.7,52.0,,7.4,,,,,
11203580,2024-05-02 17:45:00+00:00,3.29,59.4,7.9,52.0,,7.4,,,,,
11203580,2024-05-02 18:00:00+00:00,3.28,58.6,8.1,52.0,,7.4,,,,,
11203580,2024-05-02 18:15:00+00:00,3.29,59.4,8.3,52.0,,7.4,,,,,
11203580,2024-05-02 18:30:00+00:00,3.3,60.1,8.6,53.0,,7.4,,,,,
11203580,2024-05-02 18:45:00+00:00,3.28,58.6,8.9,52.0,,7.4,,,,,
11203580,2024-05-02 19:00:00+00:00,3.29,59.4,9.2,52.0,,7.4,,,,,
11203580,2024-05-02 19:15:00+00:00,3.29,59.4,9.4,52.0,,7.4,,,,,
11203580,2024-05-02 19:30:00+00:00,3.28,58.6,9.8,52.0,,7.4,,,,,
11203580,2024-05-02 19:45:00+00:00,3.29,59.4,10.1,51.0,,7.5,,,,,
11203580,2024-05-02 20:00:00+00:00,3.28,58.6,10.4,52.0,,7.4,,,,,
11203580,2024-05-02 20:15:00+00:00,3.29,59.4,10.7,52.0,,7.4,,,,,
11203580,2024-05-02 20:30:00+00:00,3.29,59.4,11.0,52.0,,7.4,,,,,
11203580,2024-05-02 20:45:00+00:00,3.28,58.6,11.3,52.0,,7.4,,,,,
11203580,2024-05-02 21:00:00+00:00,3.28,58.6,11.5,52.0,,7.4,,,,,
11203580,2024-05-02 21:15:00+00:00,3.28,58.6,11.8,52.0,,7.4,,,,,
11203580,2024-05-02 21:30:00+00:00,3.29,59.4,12.0,51.0,,7.4,,,,,
11203580,2024-05-02 21:45:00+00:00,3.28,58.6,12.2,52.0,,7.4,,,,,
11203580,2024-05-02 22:00:00+00:00,3.29,59.4,12.4,52.0,,7.4,,,,,
11203580,2024-05-02 22:15:00+00:00,3.29,59.4,12.5,53.0,,7.4,,,,,
11203580,2024-05-02 22:30:00+00:00,3.28,58.6,12.6,53.0,,7.4,,,,,
11203580,2024-05-02 22:45:00+00:00,3.29,59.4,12.7,52.0,,7.4,,,,,
11203580,2024-05-02 23:00:00+00:00,3.3,60.1,12.8,51.0,,7.4,,,,,
11203580,2024-05-02 23:15:00+00:00,3.3,60.1,12.8,51.0,,7.4,,,,,
11203580,2024-05-02 23:30:00+00:00,3.31,60.9,12.9,50.0,,7.4,,,,,
11203580,2024-05-02 23:45:00+00:00,3.31,60.9,12.9,50.0,,7.4,,,,,
11203580,2024-05-03 00:00:00+00:00,3.32,61.6,12.8,50.0,,7.4,,,,,
11203580,2024-05-03 00:15:00+00:00,3.33,62.4,12.8,50.0,,7.4,,,,,
11203580,2024-05-03 00:30:00+00:00,3.31,60.9,12.7,51.0,,7.3,,,,,
11203580,2024-05-03 00:45:00+00:00,3.32,61.6,12.6,50.0,,7.4,,,,,
11203580,2024-05-03 01:00:00+00:00,3.33,62.4,12.5,50.0,,7.4,,,,,
11203580,2024-05-03 01:15:00+00:00,3.34,63.2,12.4,50.0,,7.4,,,,,
11203580,2024-05-03 01:30:00+00:00,3.34,63.2,12.2,49.0,,7.3,,,,,
11203580,2024-05-03 01:45:00+00:00,3.34,63.2,12.1,50.0,,7.4,,,,,
11203580,2024-05-03 02:00:00+00:00,3.33,62.4,11.9,50.0,,7.3,,,,,
11203580,2024-05-03 02:15:00+00:00,3.35,63.9,11.7,49.0,,7.4,,,,,
11203580,2024-05-03 02:30:00+00:00,3.35,63.9,11.5,50.0,,7.4,,,,,
11203580,2024-05-03 02:45:00+00:00,3.36,64.7,11.4,50.0,,7.4,,,,,
11203580,2024-05-03 03:00:00+00:00,3.34,63.2,11.2,50.0,,7.4,,,,,
11203580,2024-05-03 03:15:00+00:00,3.35,63.9,11.0,49.0,,7.4,,,,,
11203580,2024-05-03 03:30:00+00:00,3.34,63.2,10.8,50.0,,7.3,,,,,
11203580,2024-05-03 03:45:00+00:00,3.34,63.2,10.6,50.0,,7.3,,,,,
11203580,2024-05-03 04:00:00+00:00,3.35,63.9,10.5,51.0,,7.3,,,,,
11203580,2024-05-03 04:15:00+00:00,3.35,63.9,10.3,51.0,,7.4,,,,,
11203580,2024-05-03 04:30:00+00:00,3.35,63.9,10.1,52.0,,7.4,,,,,
11203580,2024-05-03 04:45:00+00:00,3.35,63.9,10.0,51.0,,7.4,,,,,
11203580,2024-05-03 05:00:00+00:00,3.33,62.4,9.8,50.0,,7.4,,,,,
11203580,2024-05-03 05:15:00+00:00,3.34,63.2,9.7,50.0,,7.4,,,,,
11203580,2024-05-03 05:30:00+00:00,3.34,63.2,9.5,50.0,,7.3,,,,,
11203580,2024-05-03 05:45:00+00:00,3.34,63.2,9.4,51.0,,7.4,,,,,
11203580,2024-05-03 06:00:00+00:00,3.35,63.9,9.3,50.0,,7.3,,,,,
11203580,2024-05-03 06:15:00+00:00,3.33,62.4,9.1,50.0,,7.3,,,,,
11203580,2024-05-03 06:30:00+00:00,3.32,61.6,9.0,51.0,,7.3,,,,,
11203580,2024-05-03 06:45:00+00:00,3.34,63.2,8.9,50.0,,7.4,,,,,
11204100,2024-05-01 07:00:00+00:00,3.95,115.0,13.8,109.0,,6.9,,948.5,,,
11204100,2024-05-01 07:15:00+00:00,3.93,112.0,13.8,109.0,,6.9,,948.48,,,
11204100,2024-05-01 07:30:00+00:00,3.96,116.0,13.7,109.0,,6.9,,948.51,,,
11204100,2024-05-01 07:45:00+00:00,3.93,112.0,13.7,109.0,,6.9,,948.48,,,
11204100,2024-05-01 08:00:00+00:00,3.92,111.0,13.6,110.0,,6.9,,948.47,,,
11204100,2024-05-01 08:15:00+00:00,3.94,114.0,13.6,111.0,,6.9,,948.49,,,
11204100,2024-05-01 08:30:00+00:00,3.94,114.0,13.5,109.0,,6.9,,948.49,,,
11204100,2024-05-01 08:45:00+00:00,3.95,115.0,13.5,109.0,,6.9,,948.5,,,
11204100,2024-05-01 09:00:00+00:00,3.95,115.0,13.4,110.0,,6.9,,948.5,,,
11204100,2024-05-01 09:15:00+00:00,3.93,112.0,13.4,109.0,,6.9,,948.48,,,
11204100,2024-05-01 09:30:00+00:00,3.94,114.0,13.3,110.0,,6.9,,948.49,,,
11204100,2024-05-01 09:45:00+00:00,3.94,114.0,13.3,109.0,,6.9,,948.49,,,
11204100,2024-05-01 10:00:00+00:00,3.94,114.0,13.2,110.0,,6.9,,948.49,,,
11204100,2024-05-01 10:15:00+00:00,3.96,116.0,13.2,109.0,,6.9,,948.51,,,
11204100,2024-05-01 10:30:00+00:00,3.93,112.0,13.1,108.0,,6.9,,948.48,,,
11204100,2024-05-01 10:45:00+00:00,3.93,112.0,13.0,109.0,,6.9,,948.48,,,
11204100,2024-05-01 11:00:00+00:00,3.94,114.0,13.0,110.0,,6.9,,948.49,,,
11204100,2024-05-01 11:15:00+00:00,3.95,115.0,12.9,109.0,,6.9,,948.5,,,
11204100,2024-05-01 11:30:00+00:00,3.93,112.0,12.9,109.0,,6.9,,948.48,,,
11204100,2024-05-01 11:45:00+00:00,3.95,115.0,12.8,109.0,,6.9,,948.5,,,
11204100,2024-05-01 12:00:00+00:00,3.92,111.0,12.8,108.0,,6.9,,948.47,,,
11204100,2024-05-01 12:15:00+00:00,3.92,111.0,12.7,108.0,,6.9,,948.47,,,
11204100,2024-05-01 12:30:00+00:00,3.94,114.0,12.7,108.0,,6.9,,948.49,,,
11204100,2024-05-01 12:45:00+00:00,3.93,112.0,12.6,108.0,,6.9,,948.48,,,
11204100,2024-05-01 13:00:00+00:00,3.96,116.0,12.6,108.0,,6.8,,948.51,,,
11204100,2024-05-01 13:15:00+00:00,3.94,114.0,12.5,108.0,,6.9,,948.49,,,
11204100,2024-05-01 13:30:00+00:00,3.91,110.0,12.5,108.0,,6.9,,948.46,,,
11204100,2024-05-01 13:45:00+00:00,3.96,116.0,12.4,107.0,,6.9,,948.51,,,
11204100,2024-05-01 14:00:00+00:00,3.94,114.0,12.3,106.0,,6.9,,948.49,,,
11204100,2024-05-01 14:15:00+00:00,3.94,114.0,12.3,106.0,,6.8,,948.49,,,
11204100,2024-05-01 14:30:00+00:00,3.91,110.0,12.2,105.0,,6.9,,948.46,,,
11204100,2024-05-01 14:45:00+00:00,3.97,118.0,12.2,106.0,,6.9,,948.52,,,
11204100,2024-05-01 15:00:00+00:00,3.92,111.0,12.2,105.0,,6.8,,948.47,,,
11204100,2024-05-01 15:15:00+00:00,3.94,114.0,12.2,105.0,,6.9,,948.49,,,
11204100,2024-05-01 15:30:00+00:00,3.91,110.0,12.2,104.0,,6.9,,948.46,,,
11204100,2024-05-01 15:45:00+00:00,3.94,114.0,12.2,104.0,,6.9,,948.49,,,
11204100,2024-05-01 16:00:00+00:00,3.94,114.0,12.2,105.0,,6.8,,948.49,,,
11204100,2024-05-01 16:15:00+00:00,3.94,114.0,12.3,104.0,,6.9,,948.49,,,
11204100,2024-05-01 16:30:00+00:00,3.95,115.0,12.3,104.0,,6.9,,948.5,,,
11204100,2024-05-01 16:45:00+00:00,3.94,114.0,12.4,104.0,,6.9,,948.49,,,
11204100,2024-05-01 17:00:00+00:00,3.95,115.0,12.5,103.0,,6.8,,948.5,,,
11204100,2024-05-01 17:15:00+00:00,3.95,115.0,12.6,103.0,,6.9,,948.5,,,
11204100,2024-05-01 17:30:00+00:00,3.89,107.0,12.7,103.0,,6.9,,948.44,,,
11204100,2024-05-01 17:45:00+00:00,3.91,110.0,12.8,104.0,,6.8,,948.46,,,
11204100,2024-05-01 18:00:00+00:00,3.95,115.0,12.9,103.0,,6.8,,948.5,,,
11204100,2024-05-01 18:15:00+00:00,3.93,112.0,13.0,103.0,,6.9,,948.48,,,
11204100,2024-05-01 18:30:00+00:00,3.92,111.0,13.2,103.0,,6.8,,948.47,,,
11204100,2024-05-01 18:45:00+00:00,3.94,114.0,13.4,104.0,,6.8,,948.49,,,
11204100,2024-05-01 19:00:00+00:00,3.95,115.0,13.5,102.0,,6.8,,948.5,,,
11204100,2024-05-01 19:15:00+00:00,3.93,112.0,13.7,103.0,,6.9,,948.48,,,
11204100,2024-05-01 19:30:00+00:00,3.95,115.0,13.9,104.0,,6.8,,948.5,,,
11204100,2024-05-01 19:45:00+00:00,3.93,112.0,14.0,103.0,,6.8,,948.48,,,
11204100,2024-05-01 20:00:00+00:00,3.92,111.0,14.2,103.0,,6.8,,948.47,,,
11204100,2024-05-01 20:15:00+00:00,3.94,114.0,14.4,104.0,,6.8,,948.49,,,
11204100,2024-05-01 20:30:00+00:00,3.93,112.0,14.6,105.0,,6.8,,948.48,,,
11204100,2024-05-01 20:45:00+00:00,3.93,112.0,14.7,105.0,,6.8,,948.48,,,
11204100,2024-05-01 21:00:00+00:00,3.92,111.0,14.9,104.0,,6.8,,948.47,,,
11204100,2024-05-01 21:15:00+00:00,3.9,109.0,15.0,105.0,,6.8,,948.45,,,
11204100,2024-05-01 21:30:00+00:00,3.92,111.0,15.2,106.0,,6.8,,948.47,,,
11204100,2024-05-01 21:45:00+00:00,3.93,112.0,15.3,106.0,,6.8,,948.48,,,
11204100,2024-05-01 22:00:00+00:00,3.93,112.0,15.4,106.0,,6.8,,948.48,,,
11204100,2024-05-01 22:15:00+00:00,3.93,112.0,15.5,106.0,,6.8,,948.48,,,
11204100,2024-05-01 22:30:00+00:00,3.93,112.0,15.6,107.0,,6.8,,948.48,,,
11204100,2024-05-01 22:45:00+00:00,3.92,111.0,15.6,107.0,,6.8,,948.47,,,
11204100,2024-05-01 23:00:00+00:00,3.92,111.0,15.7,107.0,,6.8,,948.47,,,
11204100,2024-05-01 23:15:00+00:00,3.92,111.0,15.8,107.0,,6.8,,948.47,,,
11204100,2024-05-01 23:30:00+00:00,3.92,111.0,15.8,107.0,,6.8,,948.47,,,
11204100,2024-05-01 23:45:00+00:00,3.92,111.0,15.8,107.0,,6.8,,948.47,,,
11204100,2024-05-02 00:00:00+00:00,3.93,112.0,15.8,107.0,,6.8,,948.48,,,
11204100,2024-05-02 00:15:00+00:00,3.92,111.0,15.8,108.0,,6.8,,948.47,,,
11204100,2024-05-02 00:30:00+00:00,3.92,111.0,15.8,108.0,,6.8,,948.47,,,
11204100,2024-05-02 00:45:00+00:00,3.91,110.0,15.7,108.0,,6.8,,948.46,,,
11204100,2024-05-02 01:00:00+00:00,3.91,110.0,15.6,107.0,,6.8,,948.46,,,
11204100,2024-05-02 01:15:00+00:00,3.91,110.0,15.6,109.0,,6.8,,948.46,,,
11204100,2024-05-02 01:30:00+00:00,3.92,111.0,15.5,109.0,,6.8,,948.47,,,
11204100,2024-05-02 01:45:00+00:00,3.9,109.0,15.4,108.0,,6.8,,948.45,,,
11204100,2024-05-02 02:00:00+00:00,3.9,109.0,15.3,107.0,,6.8,,948.45,,,
11204100,2024-05-02 02:15:00+00:00,3.92,111.0,15.2,108.0,,6.8,,948.47,,,
11204100,2024-05-02 02:30:00+00:00,3.9,109.0,15.1,107.0,,6.8,,948.45,,,
11204100,2024-05-02 02:45:00+00:00,3.89,107.0,15.0,107.0,,6.8,,948.44,,,
11204100,2024-05-02 03:00:00+00:00,3.91,110.0,14.9,106.0,,6.8,,948.46,,,
11204100,2024-05-02 03:15:00+00:00,3.91,110.0,14.9,107.0,,6.8,,948.46,,,
11204100,2024-05-02 03:30:00+00:00,3.94,114.0,14.8,107.0,,6.8,,948.49,,,
11204100,2024-05-02 03:45:00+00:00,3.91,110.0,14.7,107.0,,6.8,,948.46,,,
11204100,2024-05-02 04:00:00+00:00,3.91,110.0,14.6,106.0,,6.8,,948.46,,,
11204100,2024-05-02 04:15:00+00:00,3.94,114.0,14.6,106.0,,6.8,,948.49,,,
11204100,2024-05-02 04:30:00+00:00,3.94,114.0,14.5,107.0,,6.8,,948.49,,,
11204100,2024-05-02 04:45:00+00:00,3.94,114.0,14.4,106.0,,6.8,,948.49,,,
11204100,2024-05-02 05:00:00+00:00,3.96,116.0,14.4,107.0,,6.8,,948.51,,,
11204100,2024-05-02 05:15:00+00:00,3.92,111.0,14.3,107.0,,6.8,,948.47,,,
11204100,2024-05-02 05:30:00+00:00,3.95,115.0,14.2,108.0,,6.8,,948.5,,,
11204100,2024-05-02 05:45:00+00:00,3.95,115.0,14.2,107.0,,6.8,,948.5,,,
11204100,2024-05-02 06:00:00+00:00,3.94,114.0,14.1,109.0,,6.9,,948.49,,,
11204100,2024-05-02 06:15:00+00:00,3.95,115.0,14.1,109.0,,6.9,,948.5,,,
11204100,2024-05-02 06:30:00+00:00,3.94,114.0,14.0,108.0,,6.9,,948.49,,,
11204100,2024-05-02 06:45:00+00:00,3.95,115.0,14.0,107.0,,6.8,,948.5,,,
11204100,2024-05-02 07:00:00+00:00,3.94,114.0,14.0,107.0,,6.9,,948.49,,,
11204100,2024-05-02 07:15:00+00:00,3.95,115.0,13.9,108.0,,6.9,,948.5,,,
11204100,2024-05-02 07:30:00+00:00,3.97,118.0,13.9,109.0,,6.9,,948.52,,,
11204100,2024-05-02 07:45:00+00:00,3.93,112.0,13.8,109.0,,6.8,,948.48,,,
11204100,2024-05-02 08:00:00+00:00,3.94,114.0,13.8,108.0,,6.9,,948.49,,,
11204100,2024-05-02 08:15:00+00:00,3.94,114.0,13.7,109.0,,6.9,,948.49,,,
11204100,2024-05-02 08:30:00+00:00,3.96,116.0,13.7,108.0,,6.8,,948.51,,,
11204100,2024-05-02 08:45:00+00:00,3.95,115.0,13.6,107.0,,6.8,,948.5,,,
11204100,2024-05-02 09:00:00+00:00,3.94,114.0,13.6,107.0,,6.8,,948.49,,,
11204100,2024-05-02 09:15:00+00:00,3.93,112.0,13.5,108.0,,6.8,,948.48,,,
11204100,2024-05-02 09:30:00+00:00,3.93,112.0,13.4,107.0,,6.8,,948.48,,,
11204100,2024-05-02 09:45:00+00:00,3.93,112.0,13.4,108.0,,6.8,,948.48,,,
11204100,2024-05-02 10:00:00+00:00,3.92,111.0,13.3,108.0,,6.9,,948.47,,,
11204100,2024-05-02 10:15:00+00:00,3.96,116.0,13.3,108.0,,6.8,,948.51,,,
11204100,2024-05-02 10:30:00+00:00,3.96,116.0,13.2,107.0,,6.8,,948.51,,,
11204100,2024-05-02 10:45:00+00:00,3.97,118.0,13.2,107.0,,6.8,,948.52,,,
11204100,2024-05-02 11:00:00+00:00,3.95,115.0,13.1,108.0,,6.8,,948.5,,,
11204100,2024-05-02 11:15:00+00:00,3.93,112.0,13.1,108.0,,6.8,,948.48,,,
11204100,2024-05-02 11:30:00+00:00,3.91,110.0,13.0,108.0,,6.9,,948.46,,,
11204100,2024-05-02 11:45:00+00:00,3.94,114.0,13.0,108.0,,6.9,,948.49,,,
11204100,2024-05-02 12:00:00+00:00,3.91,110.0,12.9,107.0,,6.8,,948.46,,,
11204100,2024-05-02 12:15:00+00:00,3.94,114.0,12.8,108.0,,6.8,,948.49,,,
11204100,2024-05-02 12:30:00+00:00,3.95,115.0,12.8,108.0,,6.9,,948.5,,,
11204100,2024-05-02 12:45:00+00:00,3.92,111.0,12.7,108.0,,6.8,,948.47,,,
11204100,2024-05-02 13:00:00+00:00,3.94,114.0,12.7,107.0,,6.8,,948.49,,,
11204100,2024-05-02 13:15:00+00:00,3.93,112.0,12.6,108.0,,6.8,,948.48,,,
11204100,2024-05-02 13:30:00+00:00,3.93,112.0,12.6,108.0,,6.8,,948.48,,,
11204100,2024-05-02 13:45:00+00:00,3.93,112.0,12.5,107.0,,6.9,,948.48,,,
11204100,2024-05-02 14:00:00+00:00,3.92,111.0,12.4,107.0,,6.9,,948.47,,,
11204100,2024-05-02 14:15:00+00:00,3.95,115.0,12.4,107.0,,6.8,,948.5,,,
11204100,2024-05-02 14:30:00+00:00,3.96,116.0,12.4,106.0,,6.9,,948.51,,,
11204100,2024-05-02 14:45:00+00:00,3.92,111.0,12.3,106.0,,6.9,,948.47,,,
11204100,2024-05-02 15:00:00+00:00,3.96,116.0,12.3,108.0,,6.9,,948.51,,,
11204100,2024-05-02 15:15:00+00:00,3.94,114.0,12.3,107.0,,6.9,,948.49,,,
11204100,2024-05-02 15:30:00+00:00,3.92,111.0,12.3,107.0,,6.8,,948.47,,,
11204100,2024-05-02 15:45:00+00:00,3.94,114.0,12.3,107.0,,6.9,,948.49,,,
11204100,2024-05-02 16:00:00+00:00,3.96,116.0,12.4,107.0,,6.8,,948.51,,,
11204100,2024-05-02 16:15:00+00:00,3.95,115.0,12.4,108.0,,6.9,,948.5,,,
11204100,2024-05-02 16:30:00+00:00,3.93,112.0,12.5,108.0,,6.8,,948.48,,,
11204100,2024-05-02 16:45:00+00:00,3.94,114.0,12.5,108.0,,6.8,,948.49,,,
11204100,2024-05-02 17:00:00+00:00,3.93,112.0,12.6,107.0,,6.8,,948.48,,,
11204100,2024-05-02 17:15:00+00:00,3.94,114.0,12.7,107.0,,6.8,,948.49,,,
11204100,2024-05-02 17:30:00+00:00,3.92,111.0,12.8,108.0,,6.8,,948.47,,,
11204100,2024-05-02 17:45:00+00:00,3.94,114.0,12.9,108.0,,6.8,,948.49,,,
11204100,2024-05-02 18:00:00+00:00,3.95,115.0,13.0,110.0,,6.8,,948.5,,,
11204100,2024-05-02 18:15:00+00:00,3.93,112.0,13.2,108.0,,6.8,,948.48,,,
11204100,2024-05-02 18:30:00+00:00,3.95,115.0,13.3,109.0,,6.8,,948.5,,,
11204100,2024-05-02 18:45:00+00:00,3.92,111.0,13.5,109.0,,6.8,,948.47,,,
11204100,2024-05-02 19:00:00+00:00,3.96,116.0,13.6,109.0,,6.8,,948.51,,,
11204100,2024-05-02 19:15:00+00:00,3.93,112.0,13.8,109.0,,6.8,,948.48,,,
11204100,2024-05-02 19:30:00+00:00,3.92,111.0,14.0,109.0,,6.8,,948.47,,,
11204100,2024-05-02 19:45:00+00:00,3.93,112.0,14.2,109.0,,6.8,,948.48,,,
11204100,2024-05-02 20:00:00+00:00,3.93,112.0,14.4,110.0,,6.8,,948.48,,,
11204100,2024-05-02 20:15:00+00:00,3.93,112.0,14.5,110.0,,6.8,,948.48,,,
11204100,2024-05-02 20:30:00+00:00,3.93,112.0,14.7,110.0,,6.8,,948.48,,,
11204100,2024-05-02 20:45:00+00:00,3.95,115.0,14.8,112.0,,6.8,,948.5,,,
11204100,2024-05-02 21:00:00+00:00,3.94,114.0,15.0,111.0,,6.8,,948.49,,,
11204100,2024-05-02 21:15:00+00:00,3.95,115.0,15.1,112.0,,6.8,,948.5,,,
11204100,2024-05-02 21:30:00+00:00,3.94,114.0,15.3,112.0,,6.8,,948.49,,,
11204100,2024-05-02 21:45:00+00:00,3.95,115.0,15.4,113.0,,6.8,,948.5,,,
11204100,2024-05-02 22:00:00+00:00,3.94,114.0,15.5,112.0,,6.8,,948.49,,,
11204100,2024-05-02 22:15:00+00:00,3.94,114.0,15.6,112.0,,6.8,,948.49,,,
11204100,2024-05-02 22:30:00+00:00,3.93,112.0,15.7,112.0,,6.8,,948.48,,,
11204100,2024-05-02 22:45:00+00:00,3.93,112.0,15.7,112.0,,6.8,,948.48,,,
11204100,2024-05-02 23:00:00+00:00,3.92,111.0,15.8,113.0,,6.8,,948.47,,,
11204100,2024-05-02 23:15:00+00:00,3.93,112.0,15.8,113.0,,6.8,,948.48,,,
11204100,2024-05-02 23:30:00+00:00,3.93,112.0,15.9,113.0,,6.8,,948.48,,,
11204100,2024-05-02 23:45:00+00:00,3.9,109.0,15.9,113.0,,6.8,,948.45,,,
11204100,2024-05-03 00:00:00+00:00,3.9,109.0,15.9,113.0,,6.8,,948.45,,,
11204100,2024-05-03 00:15:00+00:00,3.92,111.0,15.8,113.0,,6.8,,948.47,,,
11204100,2024-05-03 00:30:00+00:00,3.94,114.0,15.8,114.0,,6.8,,948.49,,,
11204100,2024-05-03 00:45:00+00:00,3.91,110.0,15.8,115.0,,6.8,,948.46,,,
11204100,2024-05-03 01:00:00+00:00,3.93,112.0,15.7,114.0,,6.8,,948.48,,,
11204100,2024-05-03 01:15:00+00:00,3.91,110.0,15.6,115.0,,6.8,,948.46,,,
11204100,2024-05-03 01:30:00+00:00,3.91,110.0,15.5,116.0,,6.8,,948.46,,,
11204100,2024-05-03 01:45:00+00:00,3.92,111.0,15.4,114.0,,6.9,,948.47,,,
11204100,2024-05-03 02:00:00+00:00,3.93,112.0,15.3,115.0,,6.8,,948.48,,,
11204100,2024-05-03 02:15:00+00:00,3.91,110.0,15.2,114.0,,6.8,,948.46,,,
11204100,2024-05-03 02:30:00+00:00,3.91,110.0,15.1,114.0,,6.9,,948.46,,,
11204100,2024-05-03 02:45:00+00:00,3.92,111.0,15.0,115.0,,6.8,,948.47,,,
11204100,2024-05-03 03:00:00+00:00,3.92,111.0,15.0,115.0,,6.8,,948.47,,,
11204100,2024-05-03 03:15:00+00:00,3.91,110.0,14.9,114.0,,6.8,,948.46,,,
11204100,2024-05-03 03:30:00+00:00,3.92,111.0,14.8,113.0,,6.8,,948.47,,,
11204100,2024-05-03 03:45:00+00:00,3.94,114.0,14.7,114.0,,6.8,,948.49,,,
11204100,2024-05-03 04:00:00+00:00,3.91,110.0,14.6,114.0,,6.8,,948.46,,,
11204100,2024-05-03 04:15:00+00:00,3.92,111.0,14.5,114.0,,6.8,,948.47,,,
11204100,2024-05-03 04:30:00+00:00,3.93,112.0,14.5,115.0,,6.8,,948.48,,,
11204100,2024-05-03 04:45:00+00:00,3.94,114.0,14.4,115.0,,6.8,,948.49,,,
11204100,2024-05-03 05:00:00+00:00,3.93,112.0,14.3,115.0,,6.8,,948.48,,,
11204100,2024-05-03 05:15:00+00:00,3.95,115.0,14.3,115.0,,6.8,,948.5,,,
11204100,2024-05-03 05:30:00+00:00,3.93,112.0,14.2,115.0,,6.9,,948.48,,,
11204100,2024-05-03 05:45:00+00:00,3.96,116.0,14.2,114.0,,6.9,,948.51,,,
11204100,2024-05-03 06:00:00+00:00,3.93,112.0,14.1,115.0,,6.9,,948.48,,,
11204100,2024-05-03 06:15:00+00:00,3.93,112.0,14.1,115.0,,6.9,,948.48,,,
11204100,2024-05-03 06:30:00+00:00,3.95,115.0,14.0,115.0,,6.9,,948.5,,,
11204100,2024-05-03 06:45:00+00:00,3.96,116.0,14.0,114.0,,6.9,,948.51,,,
11206820,2024-05-01 07:00:00+00:00,8.23,126.0,1.5,,,,,,,,
11206820,2024-05-01 07:15:00+00:00,8.21,122.0,1.4,,,,,,,,
11206820,2024-05-01 07:30:00+00:00,8.2,121.0,1.4,,,,,,,,
11206820,2024-05-01 07:45:00+00:00,8.19,119.0,1.4,,,,,,,,
11206820,2024-05-01 08:00:00+00:00,8.17,116.0,1.3,,,,,,,,
11206820,2024-05-01 08:15:00+00:00,8.16,114.0,1.3,,,,,,,,
11206820,2024-05-01 08:30:00+00:00,8.15,113.0,1.3,,,,,,,,
11206820,2024-05-01 08:45:00+00:00,8.15,113.0,1.2,,,,,,,,
11206820,2024-05-01 09:00:00+00:00,8.13,110.0,1.2,,,,,,,,
11206820,2024-05-01 09:15:00+00:00,8.12,108.0,1.2,,,,,,,,
11206820,2024-05-01 09:30:00+00:00,8.11,106.0,1.2,,,,,,,,
